hour,day_of_week,month,is_weekend,is_rush_hour,weather,temperature,precipitation,road_construction,accident,traffic_volume,speed,congestion_level,travel_time
0,0,1,0,0,Cloudy,22.2,0.0,0,0,568,61.3,0,9.8
1,0,1,0,0,Rain,15.7,1.51,0,0,464,50.8,0,11.8
2,0,1,0,0,Cloudy,17.2,0.0,0,0,520,65.0,0,9.2
3,0,1,0,0,Cloudy,7.0,0.0,0,0,557,57.0,0,10.5
4,0,1,0,0,Clear,17.2,0.0,0,0,538,67.5,0,8.9
5,0,1,0,0,Snow,13.0,0.16,0,0,362,60.5,0,9.9
6,0,1,0,0,Rain,13.3,0.49,0,0,407,70.2,0,8.5
7,0,1,0,1,Cloudy,7.6,0.0,0,0,1225,10.0,3,60.0
8,0,1,0,1,Cloudy,16.5,0.0,0,0,1044,30.2,2,19.8
9,0,1,0,1,Clear,36.2,0.0,0,0,805,20.7,2,29.0
10,0,1,0,0,Fog,34.6,0.0,0,0,416,49.1,1,12.2
11,0,1,0,0,Clear,20.0,0.0,0,0,521,52.3,0,11.5
12,0,1,0,0,Cloudy,5.6,0.0,0,0,404,69.8,0,8.6
13,0,1,0,0,Cloudy,31.0,0.0,0,0,515,54.7,0,11.0
14,0,1,0,0,Rain,3.8,0.04,0,0,457,39.2,1,15.3
15,0,1,0,0,Cloudy,9.9,0.0,0,0,468,47.8,1,12.6
16,0,1,0,0,Cloudy,20.3,0.0,1,0,462,62.3,0,9.6
17,0,1,0,1,Clear,4.4,0.0,1,0,1112,15.3,3,39.1
18,0,1,0,1,Rain,0.1,0.2,0,0,1093,10.0,3,60.0
19,0,1,0,1,Fog,39.5,0.0,0,0,912,12.3,3,48.9
20,0,1,0,0,Clear,21.0,0.0,0,0,466,50.1,0,12.0
21,0,1,0,0,Snow,26.3,0.38,0,0,367,37.0,1,16.2
22,0,1,0,0,Fog,12.6,0.0,0,0,562,54.9,0,10.9
23,0,1,0,0,Snow,26.1,1.31,0,0,352,32.9,2,18.2
0,1,1,0,0,Fog,20.7,0.0,0,0,539,41.8,1,14.4
1,1,1,0,0,Rain,32.3,0.49,0,0,411,42.9,1,14.0
2,1,1,0,0,Snow,21.3,0.76,0,0,422,29.3,2,20.5
3,1,1,0,0,Cloudy,11.1,0.0,0,0,465,57.6,0,10.4
4,1,1,0,0,Rain,20.9,0.18,0,0,422,40.0,1,15.0
5,1,1,0,0,Snow,-1.5,0.46,1,0,428,36.3,1,16.5
6,1,1,0,0,Rain,22.5,0.95,0,0,444,51.8,0,11.6
7,1,1,0,1,Snow,19.0,0.24,0,0,1062,10.0,3,60.0
8,1,1,0,1,Clear,14.9,0.0,0,0,1160,10.0,3,60.0
9,1,1,0,1,Fog,16.5,0.0,1,0,1035,17.1,3,35.0
10,1,1,0,0,Clear,20.5,0.0,0,0,509,57.7,0,10.4
11,1,1,0,0,Cloudy,22.0,0.0,0,0,623,57.0,0,10.5
12,1,1,0,0,Cloudy,13.5,0.0,0,0,526,34.7,2,17.3
13,1,1,0,0,Snow,20.6,0.08,0,0,349,37.1,1,16.2
14,1,1,0,0,Rain,20.6,1.69,0,0,412,37.0,1,16.2
15,1,1,0,0,Clear,13.5,0.0,1,0,356,62.9,0,9.5
16,1,1,0,0,Snow,22.8,0.12,0,0,345,61.3,0,9.8
17,1,1,0,1,Fog,32.2,0.0,0,0,990,10.0,3,60.0
18,1,1,0,1,Cloudy,21.5,0.0,0,0,1145,10.0,3,60.0
19,1,1,0,1,Snow,17.0,0.59,0,0,1081,10.0,3,60.0
20,1,1,0,0,Clear,4.7,0.0,0,0,546,65.0,0,9.2
21,1,1,0,0,Cloudy,42.9,0.0,0,0,448,57.9,0,10.4
22,1,1,0,0,Cloudy,18.7,0.0,0,0,549,54.9,0,10.9
23,1,1,0,0,Cloudy,8.3,0.0,0,0,560,56.8,0,10.6
0,2,1,0,0,Rain,28.8,0.01,1,0,474,46.2,1,13.0
1,2,1,0,0,Clear,-5.9,0.0,0,0,473,63.9,0,9.4
2,2,1,0,0,Snow,5.2,0.01,0,0,360,25.1,2,23.9
3,2,1,0,0,Clear,19.7,0.0,0,0,402,80.6,0,7.4
4,2,1,0,0,Cloudy,8.1,0.0,0,0,498,71.7,0,8.4
5,2,1,0,0,Cloudy,11.4,0.0,0,0,385,55.6,0,10.8
6,2,1,0,0,Snow,11.3,0.77,0,0,291,35.3,1,17.0
7,2,1,0,1,Cloudy,30.4,0.0,0,0,912,27.3,2,22.0
8,2,1,0,1,Rain,26.8,0.02,0,0,1084,10.0,3,60.0
9,2,1,0,1,Snow,29.2,0.51,0,0,1121,10.0,3,60.0
10,2,1,0,0,Snow,33.0,0.03,0,0,510,29.1,2,20.6
11,2,1,0,0,Clear,20.6,0.0,0,0,504,77.2,0,7.8
12,2,1,0,0,Fog,17.7,0.0,0,0,505,42.4,1,14.2
13,2,1,0,0,Rain,15.5,0.04,0,0,312,41.3,1,14.5
14,2,1,0,0,Rain,32.0,0.54,0,0,387,47.5,1,12.6
15,2,1,0,0,Clear,15.6,0.0,0,0,514,52.9,0,11.3
16,2,1,0,0,Rain,12.2,0.01,0,0,403,58.0,0,10.4
17,2,1,0,1,Clear,12.4,0.0,0,0,1010,32.0,2,18.7
18,2,1,0,1,Snow,16.8,0.48,0,0,843,10.0,3,60.0
19,2,1,0,1,Clear,32.2,0.0,0,0,1149,29.4,2,20.4
20,2,1,0,0,Snow,34.6,0.69,0,0,536,43.4,1,13.8
21,2,1,0,0,Snow,30.7,0.07,0,0,441,46.9,1,12.8
22,2,1,0,0,Clear,14.1,0.0,0,0,436,42.6,1,14.1
23,2,1,0,0,Fog,0.5,0.0,0,0,529,41.5,1,14.5
0,3,1,0,0,Rain,15.2,0.11,0,0,409,57.1,0,10.5
1,3,1,0,0,Fog,28.2,0.0,0,0,543,41.2,1,14.6
2,3,1,0,0,Rain,18.3,0.7,1,0,427,58.1,0,10.3
3,3,1,0,0,Rain,18.6,0.65,0,0,432,60.7,0,9.9
4,3,1,0,0,Cloudy,21.8,0.0,0,0,435,64.0,0,9.4
5,3,1,0,0,Clear,13.5,0.0,0,0,474,65.9,0,9.1
6,3,1,0,0,Fog,32.4,0.0,0,1,303,17.1,3,35.1
7,3,1,0,1,Fog,37.0,0.0,0,0,1182,30.0,2,20.0
8,3,1,0,1,Fog,25.7,0.0,0,0,772,29.5,2,20.3
9,3,1,0,1,Rain,23.8,0.51,0,0,981,12.8,3,46.9
10,3,1,0,0,Fog,17.5,0.0,0,0,499,59.3,0,10.1
11,3,1,0,0,Snow,10.7,2.4,0,0,363,30.5,2,19.7
12,3,1,0,0,Snow,14.2,0.4,0,0,383,51.2,0,11.7
13,3,1,0,0,Rain,34.5,0.1,0,0,410,47.9,1,12.5
14,3,1,0,0,Cloudy,18.7,0.0,0,0,501,52.2,0,11.5
15,3,1,0,0,Clear,26.5,0.0,0,0,494,64.2,0,9.3
16,3,1,0,0,Cloudy,11.1,0.0,0,0,478,67.2,0,8.9
17,3,1,0,1,Cloudy,16.3,0.0,0,0,1152,14.0,3,42.8
18,3,1,0,1,Rain,22.2,0.25,0,0,1001,29.8,2,20.1
19,3,1,0,1,Cloudy,12.5,0.0,0,0,1144,10.0,3,60.0
20,3,1,0,0,Clear,21.8,0.0,0,0,458,82.1,0,7.3
21,3,1,0,0,Rain,17.0,0.03,0,0,483,74.1,0,8.1
22,3,1,0,0,Cloudy,40.6,0.0,0,0,560,70.2,0,8.5
23,3,1,0,0,Clear,25.9,0.0,0,0,539,54.5,0,11.0
0,4,1,0,0,Fog,11.8,0.0,0,0,500,40.3,1,14.9
1,4,1,0,0,Fog,15.5,0.0,0,0,535,52.6,0,11.4
2,4,1,0,0,Snow,20.9,0.29,0,0,455,41.7,1,14.4
3,4,1,0,0,Fog,11.1,0.0,0,0,458,41.6,1,14.4
4,4,1,0,0,Cloudy,24.8,0.0,0,0,432,61.9,0,9.7
5,4,1,0,0,Clear,25.8,0.0,0,0,593,49.2,1,12.2
6,4,1,0,0,Snow,16.5,0.26,0,0,395,34.3,2,17.5
7,4,1,0,1,Rain,30.9,0.42,0,0,804,19.5,3,30.8
8,4,1,0,1,Snow,5.9,0.01,0,0,669,33.4,2,18.0
9,4,1,0,1,Clear,2.3,0.0,0,0,1160,25.5,2,23.5
10,4,1,0,0,Clear,15.3,0.0,0,0,420,65.1,0,9.2
11,4,1,0,0,Rain,14.7,0.31,0,0,377,46.5,1,12.9
12,4,1,0,0,Fog,22.1,0.0,0,0,481,16.3,3,36.8
13,4,1,0,0,Cloudy,18.4,0.0,0,0,545,67.8,0,8.9
14,4,1,0,0,Fog,23.5,0.0,0,0,445,52.0,0,11.5
15,4,1,0,0,Snow,14.3,0.53,0,0,370,43.0,1,14.0
16,4,1,0,0,Snow,11.2,1.18,0,0,365,29.6,2,20.3
17,4,1,0,1,Cloudy,10.8,0.0,0,0,861,29.7,2,20.2
18,4,1,0,1,Rain,14.7,0.03,0,0,826,10.0,3,60.0
19,4,1,0,1,Cloudy,28.8,0.0,0,0,1108,16.2,3,37.1
20,4,1,0,0,Rain,20.7,1.38,0,0,466,46.9,1,12.8
21,4,1,0,0,Fog,14.0,0.0,0,0,544,39.8,1,15.1
22,4,1,0,0,Clear,8.9,0.0,0,0,528,46.7,1,12.9
23,4,1,0,0,Cloudy,44.1,0.0,1,0,504,63.5,0,9.5
0,5,1,1,0,Cloudy,11.9,0.0,0,0,262,55.7,0,10.8
1,5,1,1,0,Rain,14.6,0.14,0,0,330,63.5,0,9.5
2,5,1,1,0,Clear,9.8,0.0,0,0,341,64.3,0,9.3
3,5,1,1,0,Cloudy,26.9,0.0,0,0,348,56.3,0,10.7
4,5,1,1,0,Cloudy,11.7,0.0,0,0,285,49.3,1,12.2
5,5,1,1,0,Cloudy,-9.2,0.0,0,0,330,69.0,0,8.7
6,5,1,1,0,Cloudy,-3.6,0.0,0,0,166,66.2,0,9.1
7,5,1,1,1,Snow,40.6,0.03,0,0,690,26.6,2,22.6
8,5,1,1,1,Cloudy,13.5,0.0,0,0,639,26.7,2,22.5
9,5,1,1,1,Cloudy,26.0,0.0,0,0,693,34.9,2,17.2
10,5,1,1,0,Rain,31.6,0.37,0,0,115,48.2,1,12.4
11,5,1,1,0,Fog,17.5,0.0,0,0,200,24.4,2,24.6
12,5,1,1,0,Snow,28.8,0.39,0,0,286,25.3,2,23.7
13,5,1,1,0,Rain,19.9,0.53,0,0,158,58.5,0,10.3
14,5,1,1,0,Clear,21.1,0.0,0,0,157,69.2,0,8.7
15,5,1,1,0,Clear,13.3,0.0,0,0,333,70.8,0,8.5
16,5,1,1,0,Rain,15.5,1.23,0,0,295,35.8,1,16.8
17,5,1,1,1,Fog,21.2,0.0,0,0,941,21.6,2,27.8
18,5,1,1,1,Cloudy,28.3,0.0,0,1,596,10.0,3,60.0
19,5,1,1,1,Clear,24.8,0.0,0,0,848,23.8,2,25.2
20,5,1,1,0,Cloudy,23.0,0.0,0,0,304,58.0,0,10.3
21,5,1,1,0,Fog,8.4,0.0,0,0,262,55.0,0,10.9
22,5,1,1,0,Fog,21.9,0.0,0,0,350,53.2,0,11.3
23,5,1,1,0,Fog,20.1,0.0,0,0,246,53.5,0,11.2
0,6,1,1,0,Clear,31.5,0.0,0,0,351,48.1,1,12.5
1,6,1,1,0,Clear,17.4,0.0,0,0,381,57.3,0,10.5
2,6,1,1,0,Snow,37.9,1.1,0,0,205,48.9,1,12.3
3,6,1,1,0,Cloudy,16.5,0.0,0,0,240,57.0,0,10.5
4,6,1,1,0,Cloudy,21.7,0.0,0,0,447,49.9,1,12.0
5,6,1,1,0,Fog,31.4,0.0,0,0,458,48.8,1,12.3
6,6,1,1,0,Fog,-1.2,0.0,1,0,334,56.0,0,10.7
7,6,1,1,1,Clear,19.8,0.0,0,0,841,10.0,3,60.0
8,6,1,1,1,Snow,28.4,0.05,0,0,834,10.0,3,60.0
9,6,1,1,1,Clear,15.9,0.0,0,0,687,10.7,3,56.1
10,6,1,1,0,Cloudy,27.6,0.0,0,0,456,44.8,1,13.4
11,6,1,1,0,Fog,32.4,0.0,0,0,337,56.3,0,10.7
12,6,1,1,0,Cloudy,20.4,0.0,0,0,233,63.7,0,9.4
13,6,1,1,0,Cloudy,12.1,0.0,0,0,302,48.8,1,12.3
14,6,1,1,0,Fog,16.0,0.0,0,0,405,41.9,1,14.3
15,6,1,1,0,Rain,27.8,0.51,0,0,223,68.4,0,8.8
16,6,1,1,0,Fog,10.0,0.0,0,0,288,46.1,1,13.0
17,6,1,1,1,Fog,21.8,0.0,0,0,715,22.9,2,26.2
18,6,1,1,1,Cloudy,26.3,0.0,0,0,746,43.1,1,13.9
19,6,1,1,1,Cloudy,17.6,0.0,0,0,802,45.0,1,13.3
20,6,1,1,0,Snow,18.7,0.31,0,0,127,46.4,1,12.9
21,6,1,1,0,Snow,31.0,0.24,0,0,192,45.1,1,13.3
22,6,1,1,0,Clear,23.3,0.0,0,0,334,67.1,0,8.9
23,6,1,1,0,Snow,15.6,0.17,0,0,205,38.2,1,15.7
0,0,1,0,0,Cloudy,28.9,0.0,0,0,474,66.6,0,9.0
1,0,1,0,0,Rain,16.1,0.06,0,0,426,64.4,0,9.3
2,0,1,0,0,Snow,17.8,0.01,0,0,391,18.1,3,33.1
3,0,1,0,0,Cloudy,17.0,0.0,0,0,420,67.8,0,8.9
4,0,1,0,0,Rain,30.5,0.02,0,0,357,59.5,0,10.1
5,0,1,0,0,Fog,37.1,0.0,0,0,495,46.3,1,13.0
6,0,1,0,0,Fog,20.7,0.0,0,0,558,33.7,2,17.8
7,0,1,0,1,Fog,22.4,0.0,0,0,1152,13.0,3,46.1
8,0,1,0,1,Snow,21.9,0.36,0,0,861,10.0,3,60.0
9,0,1,0,1,Rain,13.1,0.29,0,0,1094,17.7,3,33.8
10,0,1,0,0,Snow,18.6,0.47,0,0,447,49.2,1,12.2
11,0,1,0,0,Cloudy,37.5,0.0,1,0,449,67.8,0,8.8
12,0,1,0,0,Cloudy,10.3,0.0,0,0,502,57.4,0,10.4
13,0,1,0,0,Clear,-4.0,0.0,0,0,521,61.4,0,9.8
14,0,1,0,0,Fog,34.8,0.0,0,0,531,65.9,0,9.1
15,0,1,0,0,Fog,21.1,0.0,0,0,495,53.2,0,11.3
16,0,1,0,0,Clear,15.6,0.0,0,0,390,57.8,0,10.4
17,0,1,0,1,Cloudy,-0.7,0.0,0,0,936,10.0,3,60.0
18,0,1,0,1,Snow,11.1,0.36,0,0,1006,10.0,3,60.0
19,0,1,0,1,Snow,12.5,0.81,0,0,803,28.3,2,21.2
20,0,1,0,0,Fog,23.8,0.0,0,0,491,32.2,2,18.6
21,0,1,0,0,Fog,18.1,0.0,0,0,456,43.7,1,13.7
22,0,1,0,0,Fog,21.0,0.0,0,0,392,51.8,0,11.6
23,0,1,0,0,Clear,30.8,0.0,0,0,480,53.5,0,11.2
0,1,1,0,0,Rain,6.2,0.26,0,0,291,55.7,0,10.8
1,1,1,0,0,Cloudy,25.1,0.0,0,0,421,69.0,0,8.7
2,1,1,0,0,Snow,15.2,0.15,0,0,434,46.4,1,12.9
3,1,1,0,0,Snow,13.9,0.58,0,0,412,27.1,2,22.1
4,1,1,0,0,Cloudy,-1.5,0.0,0,1,310,31.9,2,18.8
5,1,1,0,0,Fog,10.1,0.0,0,0,493,53.8,0,11.2
6,1,1,0,0,Cloudy,17.8,0.0,0,0,467,61.7,0,9.7
7,1,1,0,1,Rain,24.4,0.57,0,0,834,10.0,3,60.0
8,1,1,0,1,Fog,22.1,0.0,0,0,1138,10.0,3,60.0
9,1,1,0,1,Snow,26.4,0.06,0,0,1016,10.0,3,60.0
10,1,1,0,0,Rain,19.7,0.17,0,0,426,79.8,0,7.5
11,1,1,0,0,Fog,15.1,0.0,0,0,402,49.3,1,12.2
12,1,1,0,0,Cloudy,28.6,0.0,0,0,564,64.7,0,9.3
13,1,1,0,0,Rain,28.5,0.28,0,0,308,62.2,0,9.6
14,1,1,0,0,Cloudy,30.0,0.0,0,0,466,73.9,0,8.1
15,1,1,0,0,Rain,17.5,0.86,0,0,353,43.1,1,13.9
16,1,1,0,0,Clear,1.6,0.0,0,0,559,75.9,0,7.9
17,1,1,0,1,Snow,27.8,0.58,0,0,896,10.0,3,60.0
18,1,1,0,1,Snow,8.9,1.1,0,0,1100,10.0,3,60.0
19,1,1,0,1,Rain,15.7,0.01,0,0,978,10.0,3,60.0
20,1,1,0,0,Clear,14.4,0.0,0,0,490,43.2,1,13.9
21,1,1,0,0,Cloudy,11.9,0.0,0,0,548,76.2,0,7.9
22,1,1,0,0,Clear,7.7,0.0,0,0,470,59.7,0,10.0
23,1,1,0,0,Rain,22.8,0.58,0,0,365,40.5,1,14.8
0,2,1,0,0,Fog,20.1,0.0,0,0,476,46.0,1,13.0
1,2,1,0,0,Fog,24.1,0.0,0,0,445,48.4,1,12.4
2,2,1,0,0,Rain,2.0,1.15,0,0,344,57.0,0,10.5
3,2,1,0,0,Cloudy,16.7,0.0,0,0,559,63.7,0,9.4
4,2,1,0,0,Rain,18.9,0.24,0,0,465,51.3,0,11.7
5,2,1,0,0,Fog,-0.4,0.0,0,0,509,38.2,1,15.7
6,2,1,0,0,Fog,35.7,0.0,0,0,513,44.8,1,13.4
7,2,1,0,1,Cloudy,32.3,0.0,0,0,795,37.3,1,16.1
8,2,1,0,1,Snow,7.4,1.7,0,0,1026,10.0,3,60.0
9,2,1,0,1,Fog,27.5,0.0,0,0,1092,10.0,3,60.0
10,2,1,0,0,Cloudy,40.7,0.0,0,0,454,34.7,2,17.3
11,2,1,0,0,Snow,17.1,2.55,0,0,367,57.0,0,10.5
12,2,1,0,0,Snow,39.6,0.11,0,0,459,31.3,2,19.1
13,2,1,0,0,Snow,18.9,0.32,0,1,100,16.4,3,36.6
14,2,1,0,0,Fog,22.7,0.0,0,0,588,39.4,1,15.2
15,2,1,0,0,Rain,22.8,0.79,0,0,418,47.3,1,12.7
16,2,1,0,0,Fog,23.8,0.0,0,0,499,62.3,0,9.6
17,2,1,0,1,Cloudy,19.5,0.0,0,0,1060,45.6,1,13.2
18,2,1,0,1,Clear,10.9,0.0,0,0,775,41.0,1,14.6
19,2,1,0,1,Rain,33.7,0.36,0,1,804,10.0,3,60.0
20,2,1,0,0,Fog,31.9,0.0,0,0,483,57.1,0,10.5
21,2,1,0,0,Fog,34.9,0.0,0,0,558,52.0,0,11.5
22,2,1,0,0,Snow,18.6,0.36,0,0,404,49.6,1,12.1
23,2,1,0,0,Snow,21.9,0.01,0,0,548,41.6,1,14.4
0,3,1,0,0,Snow,29.5,0.07,0,0,439,26.3,2,22.8
1,3,1,0,0,Clear,6.2,0.0,1,0,469,68.6,0,8.7
2,3,1,0,0,Clear,29.5,0.0,0,0,526,67.3,0,8.9
3,3,1,0,0,Rain,25.2,0.67,0,0,460,48.1,1,12.5
4,3,1,0,0,Clear,27.0,0.0,0,0,559,65.8,0,9.1
5,3,1,0,0,Rain,24.5,0.48,0,0,432,36.2,1,16.6
6,3,1,0,0,Rain,18.4,0.26,0,0,335,43.1,1,13.9
7,3,1,0,1,Rain,14.5,0.06,0,0,881,10.0,3,60.0
8,3,1,0,1,Snow,20.0,0.79,0,0,743,23.2,2,25.9
9,3,1,0,1,Fog,20.8,0.0,0,0,863,10.0,3,60.0
10,3,1,0,0,Rain,10.0,0.16,0,0,335,59.3,0,10.1
11,3,1,0,0,Clear,18.1,0.0,0,0,487,40.0,1,15.0
12,3,1,0,0,Fog,26.4,0.0,0,0,438,49.6,1,12.1
13,3,1,0,0,Snow,22.8,0.22,0,0,377,38.4,1,15.6
14,3,1,0,0,Snow,20.1,0.3,0,0,424,66.0,0,9.1
15,3,1,0,0,Cloudy,32.4,0.0,0,1,318,25.1,2,23.9
16,3,1,0,0,Rain,28.1,0.86,0,0,348,52.4,0,11.5
17,3,1,0,1,Cloudy,33.7,0.0,0,0,1136,33.7,2,17.8
18,3,1,0,1,Cloudy,12.6,0.0,0,0,864,10.0,3,60.0
19,3,1,0,1,Cloudy,19.7,0.0,0,0,1209,10.0,3,60.0
20,3,1,0,0,Snow,13.7,0.16,0,0,373,42.7,1,14.0
21,3,1,0,0,Fog,21.6,0.0,0,0,541,40.3,1,14.9
22,3,1,0,0,Rain,13.4,0.22,0,0,354,52.3,0,11.5
23,3,1,0,0,Clear,15.1,0.0,0,0,551,53.4,0,11.2
0,4,1,0,0,Rain,18.4,1.2,0,0,442,57.9,0,10.4
1,4,1,0,0,Snow,19.0,0.05,0,0,362,64.8,0,9.3
2,4,1,0,0,Clear,35.7,0.0,1,0,434,65.2,0,9.2
3,4,1,0,0,Clear,11.8,0.0,0,0,510,60.7,0,9.9
4,4,1,0,0,Cloudy,9.4,0.0,0,0,553,62.0,0,9.7
5,4,1,0,0,Fog,17.2,0.0,0,0,478,48.4,1,12.4
6,4,1,0,0,Clear,24.1,0.0,0,0,494,31.7,2,18.9
7,4,1,0,1,Snow,20.2,0.31,0,0,1013,10.0,3,60.0
8,4,1,0,1,Snow,14.9,0.73,0,0,1012,13.4,3,44.9
9,4,1,0,1,Clear,16.8,0.0,0,0,839,16.8,3,35.7
10,4,1,0,0,Clear,16.3,0.0,1,0,605,57.3,0,10.5
11,4,1,0,0,Rain,23.7,0.57,1,0,353,61.2,0,9.8
12,4,1,0,0,Clear,23.8,0.0,0,0,455,51.3,0,11.7
13,4,1,0,0,Snow,31.3,0.52,0,0,435,32.4,2,18.5
14,4,1,0,0,Fog,21.9,0.0,0,0,493,43.2,1,13.9
15,4,1,0,0,Cloudy,5.9,0.0,0,0,413,61.2,0,9.8
16,4,1,0,0,Rain,4.7,0.01,0,0,342,51.7,0,11.6
17,4,1,0,1,Snow,10.1,0.34,0,0,907,10.0,3,60.0
18,4,1,0,1,Clear,19.2,0.0,0,0,956,14.4,3,41.7
19,4,1,0,1,Snow,19.6,0.37,0,0,987,10.0,3,60.0
20,4,1,0,0,Rain,27.2,0.37,1,0,457,44.6,1,13.4
21,4,1,0,0,Fog,21.9,0.0,0,0,549,47.6,1,12.6
22,4,1,0,0,Fog,-1.6,0.0,1,0,513,55.9,0,10.7
23,4,1,0,0,Clear,6.5,0.0,0,0,534,66.8,0,9.0
0,5,1,1,0,Snow,-2.7,0.18,0,0,176,41.0,1,14.6
1,5,1,1,0,Clear,3.6,0.0,1,0,258,76.6,0,7.8
2,5,1,1,0,Snow,20.2,1.65,0,0,161,44.9,1,13.4
3,5,1,1,0,Cloudy,13.5,0.0,0,0,348,54.0,0,11.1
4,5,1,1,0,Cloudy,23.4,0.0,0,0,317,63.9,0,9.4
5,5,1,1,0,Rain,34.1,0.08,0,0,186,61.4,0,9.8
6,5,1,1,0,Fog,35.8,0.0,0,0,298,42.9,1,14.0
7,5,1,1,1,Cloudy,7.4,0.0,0,0,799,44.7,1,13.4
8,5,1,1,1,Snow,29.9,0.62,0,0,930,10.0,3,60.0
9,5,1,1,1,Clear,18.4,0.0,0,0,677,36.8,1,16.3
10,5,1,1,0,Clear,20.0,0.0,0,0,282,54.7,0,11.0
11,5,1,1,0,Clear,22.2,0.0,0,0,341,53.8,0,11.1
12,5,1,1,0,Cloudy,41.9,0.0,1,0,261,54.4,0,11.0
13,5,1,1,0,Clear,19.2,0.0,0,0,248,47.7,1,12.6
14,5,1,1,0,Cloudy,24.5,0.0,0,0,384,60.5,0,9.9
15,5,1,1,0,Clear,23.3,0.0,1,0,323,43.8,1,13.7
16,5,1,1,0,Rain,12.8,0.49,0,0,103,49.3,1,12.2
17,5,1,1,1,Clear,20.2,0.0,0,0,701,52.9,0,11.3
18,5,1,1,1,Rain,38.0,0.14,0,0,640,55.9,0,10.7
19,5,1,1,1,Snow,31.8,0.09,0,0,710,28.6,2,21.0
20,5,1,1,0,Snow,16.9,0.0,0,0,273,48.2,1,12.5
21,5,1,1,0,Fog,17.9,0.0,0,0,274,35.3,1,17.0
22,5,1,1,0,Fog,13.0,0.0,0,0,224,58.7,0,10.2
23,5,1,1,0,Clear,27.1,0.0,0,0,341,51.3,0,11.7
0,6,1,1,0,Cloudy,19.8,0.0,0,0,237,52.0,0,11.5
1,6,1,1,0,Clear,23.4,0.0,0,0,271,44.3,1,13.5
2,6,1,1,0,Snow,6.6,0.7,0,0,100,21.3,2,28.1
3,6,1,1,0,Snow,30.1,0.77,0,0,190,34.2,2,17.5
4,6,1,1,0,Fog,33.8,0.0,0,0,203,36.9,1,16.3
5,6,1,1,0,Cloudy,14.0,0.0,0,0,299,60.3,0,9.9
6,6,1,1,0,Rain,22.1,0.17,0,0,146,53.1,0,11.3
7,6,1,1,1,Cloudy,25.8,0.0,0,0,936,10.0,3,60.0
8,6,1,1,1,Cloudy,36.2,0.0,0,0,737,41.0,1,14.6
9,6,1,1,1,Fog,6.7,0.0,0,0,931,10.0,3,60.0
10,6,1,1,0,Rain,18.7,0.34,0,0,290,56.1,0,10.7
11,6,1,1,0,Clear,6.7,0.0,0,1,100,25.7,2,23.3
12,6,1,1,0,Fog,16.3,0.0,0,0,340,54.1,0,11.1
13,6,1,1,0,Clear,27.1,0.0,0,0,427,56.3,0,10.7
14,6,1,1,0,Clear,15.2,0.0,0,0,430,70.4,0,8.5
15,6,1,1,0,Fog,27.4,0.0,0,0,202,56.2,0,10.7
16,6,1,1,0,Fog,21.1,0.0,0,0,413,36.3,1,16.5
17,6,1,1,1,Snow,3.3,0.02,0,0,699,17.1,3,35.0
18,6,1,1,1,Cloudy,13.2,0.0,0,0,901,11.1,3,53.9
19,6,1,1,1,Rain,9.1,0.13,0,0,806,17.2,3,34.9
20,6,1,1,0,Cloudy,17.5,0.0,0,0,301,49.4,1,12.2
21,6,1,1,0,Rain,8.0,0.62,0,0,182,54.6,0,11.0
22,6,1,1,0,Clear,27.8,0.0,0,0,345,54.0,0,11.1
23,6,1,1,0,Clear,34.2,0.0,0,0,301,69.8,0,8.6
0,0,1,0,0,Fog,20.9,0.0,0,0,460,39.7,1,15.1
1,0,1,0,0,Clear,25.2,0.0,0,0,521,74.0,0,8.1
2,0,1,0,0,Clear,26.5,0.0,1,0,425,70.5,0,8.5
3,0,1,0,0,Snow,10.0,0.71,0,0,389,28.4,2,21.1
4,0,1,0,0,Fog,-3.1,0.0,0,0,508,50.8,0,11.8
5,0,1,0,0,Cloudy,30.0,0.0,0,0,541,59.3,0,10.1
6,0,1,0,0,Rain,30.9,0.99,0,0,492,59.4,0,10.1
7,0,1,0,1,Clear,13.8,0.0,0,0,809,10.0,3,60.0
8,0,1,0,1,Snow,24.4,0.65,0,0,793,12.3,3,48.6
9,0,1,0,1,Clear,20.9,0.0,0,0,990,16.3,3,36.9
10,0,1,0,0,Clear,24.5,0.0,0,0,473,52.9,0,11.3
11,0,1,0,0,Rain,34.4,0.01,0,0,281,43.4,1,13.8
12,0,1,0,0,Fog,28.9,0.0,0,0,529,57.0,0,10.5
13,0,1,0,0,Clear,20.5,0.0,0,0,500,53.4,0,11.2
14,0,1,0,0,Snow,27.0,0.1,0,0,417,50.4,0,11.9
15,0,1,0,0,Fog,33.9,0.0,0,0,450,37.2,1,16.1
16,0,1,0,0,Rain,8.8,1.03,0,0,318,61.6,0,9.7
17,0,1,0,1,Clear,26.2,0.0,0,0,1037,10.0,3,60.0
18,0,1,0,1,Fog,32.1,0.0,0,0,907,10.0,3,60.0
19,0,1,0,1,Rain,21.4,0.4,0,0,905,10.0,3,60.0
20,0,1,0,0,Clear,32.5,0.0,0,0,424,72.2,0,8.3
21,0,1,0,0,Clear,11.3,0.0,0,0,466,58.5,0,10.3
22,0,1,0,0,Cloudy,13.0,0.0,0,0,547,78.1,0,7.7
23,0,1,0,0,Rain,13.4,0.2,0,0,376,43.5,1,13.8
0,1,1,0,0,Cloudy,21.6,0.0,0,0,525,71.2,0,8.4
